Source	Target	Weight
Cg15169.1	Cg12420.1	0.007097
Cg15169.1	Cg12493.1	0.0012632
Cg15169.1	Cg12667.1	0.0103788
Cg15169.1	Cg12754.1	0.00401864
Cg15169.1	Cg12864.1	0.00360274
Cg15169.1	Cg12891.1	0.00409479
Cg15169.1	Cg13027.1	0.00749927
Cg15169.1	Cg13198.1	0.00831405
Cg15169.1	Cg13274.1	0.00322576
Cg15169.1	Cg13279.1	0.00758253
Cg15169.1	Cg13403.1	0.00769646
Cg15169.1	Cg13670.1	0.00984116
Cg15169.1	Cg14266.1	0.00187696
Cg15169.1	Cg14276.1	0.00409181
Cg15169.1	Cg14362.1	0.00907117
Cg15169.1	Cg14365.1	0.0107301
Cg15169.1	Cg14369.1	0.00978905
Cg15169.1	Cg14370.1	0.000917514
Cg15169.1	Cg14436.1	0.0040851
Cg15169.1	Cg14611.1	0.00846334
Cg15169.1	Cg14663.1	0.0205811
Cg15169.1	Cg14779.1	0.000903726
Cg15169.1	Cg14828.1	0.00277351
Cg15169.1	Cg14887.1	0.00597471
Cg15169.1	Cg14896.1	0.00269445
Cg15169.1	Cg15006.1	0.00498443
Cg15169.1	Cg15009.1	0.0124735
Cg15169.1	Cg15039.1	0.00682678
Cg15169.1	Cg15169.1	0.000604119
Cg15169.1	Cg15170.1	0.0123455
Cg15169.1	Cg15171.1	0.0130157
Cg15169.1	Cg15172.1	0.0167858
Cg15169.1	Cg15214.1	0.00129402
Cg15169.1	Cg15374.1	0.000353489
Cg15169.1	Cg15384.1	0.00853021
Cg15169.1	Cg15526.1	0.000546588
Cg15169.1	Cg15569.1	0.00365641
Cg15169.1	Cg15640.1	0.00196006
Cg15169.1	Cg15969.1	0.00560877
Cg15169.1	Cg16133.1	0.00577677
Cg15169.1	Cg16160.1	0.0107074
Cg15169.1	Cg16292.1	0.00342078
Cg15169.1	Cg16610.1	0.000542382
Cg15169.1	Cg16709.1	0.00169671
Cg15169.1	Cg16884.1	0.0135801
Cg15169.1	Cg16916.1	0.00504899
Cg15169.1	Cg17007.1	0.0211151
Cg15169.1	Cg17074.1	0.00185138
Cg15169.1	Cg17141.1	0.00206059
Cg15169.1	Cg17271.1	0.00686616
Cg15169.1	Cg17471.1	0.00177906
Cg15169.1	Cg17737.1	0.00231911
Cg15169.1	Cg17764.1	0.00501779
Cg15169.1	Cg17926.1	0.00974144
Cg15169.1	Cg17995.1	0.00334512
Cg15169.1	Cg18089.1	0.0153287
Cg15169.1	Cg18125.1	0.0136454
Cg15169.1	Cg18201.1	0.00194451
Cg15169.1	Cg18225.1	0.00640867
Cg15169.1	Cg18367.1	0.00223239
Cg15169.1	Cg18374.1	0.0129035
Cg15169.1	Cg18478.1	0.0139934
Cg15169.1	Cg18498.1	0.0114309
Cg15169.1	Cg18702.1	0.00127022
Cg15169.1	Cg18799.1	0.0179613
Cg15169.1	Cg18987.1	0.00810783
Cg15169.1	Cg19135.1	0.00266828
Cg15169.1	Cg19220.1	0.0144861
Cg15169.1	Cg19586.1	0.00888877
Cg15169.1	Cg19648.1	0.00396833
Cg15169.1	Cg19951.1	0.00156614
Cg15169.1	Cg20015.1	5.00497e-05
Cg15169.1	Cg20327.1	0.00579268
Cg15169.1	Cg20428.1	0.00932734
Cg15169.1	Cg20544.1	0.0171932
Cg15169.1	Cg20554.1	0.0112344
Cg15169.1	Cg20555.1	0.00981308
Cg15169.1	Cg20588.1	0.00953139
Cg15169.1	Cg20777.1	0.00342013
Cg15169.1	Cg21096.1	0.00995195
Cg15169.1	Cg21481.1	0.00574352
Cg15169.1	Cg21628.1	0.00143083
Cg15169.1	Cg21765.1	0.0146211
Cg15169.1	Cg22127.1	0.014131
Cg15169.1	Cg22134.1	0.0186386
Cg15169.1	Cg22151.1	0.00152468
Cg15169.1	Cg22203.1	0.0069583
Cg15169.1	Cg22270.1	0.000259015
Cg15169.1	Cg22277.1	0.00738752
Cg15169.1	Cg22409.1	0.00379665
Cg15169.1	Cg22470.1	0.00658819
Cg15169.1	Cg22523.1	0.00549115
Cg15169.1	Cg22655.1	0.000823106
Cg15169.1	Cg23022.1	0.00434076
Cg15169.1	Cg23070.1	0.00151379
Cg15169.1	Cg23107.1	0.00324481
Cg15169.1	Cg23167.1	0.00440099
Cg15169.1	Cg23183.1	0.000309853
Cg15169.1	Cg23233.1	0.00463195
Cg15169.1	Cg23394.1	0.011048
Cg15169.1	Cg23421.1	0.00565135
Cg15169.1	Cg23467.1	0.0110373
Cg15169.1	Cg23497.1	0.00804676
Cg15169.1	Cg23651.1	0.00271298
Cg15169.1	Cg23664.1	0.00172774
Cg15169.1	Cg23927.1	0.00595785
Cg15169.1	Cg24033.1	0.00727138
Cg15169.1	Cg24108.1	0.00873443
Cg15169.1	Cg24225.1	0.00333729
Cg15169.1	Cg24337.1	0.0171544
Cg15169.1	Cg24360.1	0.00174239
Cg15169.1	Cg24485.1	0.0176895
Cg15169.1	Cg24519.1	0.0154069
Cg15169.1	Cg24730.1	0.0124053
Cg15169.1	Cg24854.1	0.00110087
Cg15169.1	Cg24890.1	0.000389422
Cg15169.1	Cg25390.1	0.0278052
Cg15169.1	Cg25757.1	0.0133686
Cg15169.1	Cg25986.1	0.00428952
Cg15169.1	Cg26015.1	0.00334466
Cg15169.1	Cg26082.1	0.00259335
Cg15169.1	Cg26202.1	0.00782403
Cg15169.1	Cg26466.1	0.0174056
Cg15169.1	Cg26484.1	0.0015239
Cg15169.1	Cg26923.1	0.00630381
Cg15169.1	Cg26927.1	0.0127813
Cg15169.1	Cg26968.1	0.00499241
Cg15169.1	Cg26993.1	0.0129164
Cg15169.1	Cg27004.1	0.00201759
Cg15169.1	Cg27097.1	0.00112991
Cg15169.1	Cg27135.1	0.00393725
Cg15169.1	Cg27230.1	0.0667809
Cg15169.1	Cg27240.1	0.00864979
Cg15169.1	Cg27284.1	0.00609024
Cg15169.1	Cg27316.1	0.00779884
Cg15169.1	Cg27327.1	0.0146611
Cg15169.1	Cg27606.1	0.0180966
Cg15169.1	Cg27854.1	0.00219675
Cg15169.1	Cg27918.1	0.014543
Cg15169.1	Cg27925.1	0.00151052
Cg15169.1	Cg28021.1	0.00415172
Cg15169.1	Cg28070.1	0.0124578
Cg15169.1	Cg28102.1	0.00543136
Cg15169.1	Cg28139.1	0.00798823
Cg15169.1	Cg28451.1	0.00105938
Cg15169.1	Cg28546.1	0.00314492
Cg15169.1	Cg28592.1	0.000644967
Cg15169.1	Cg28596.1	0.00412815
Cg15169.1	Cg28740.1	0.00594647
Cg15169.1	Cg28760.1	0.00318573
Cg15169.1	Cg28779.1	0.0104561
Cg15169.1	Cg28792.1	0.00100673
Cg15169.1	Cg29345.1	0.00597684
Cg15169.1	Cg29408.1	0.00858638
Cg15169.1	Cg29418.1	0.0033615
Cg15169.1	Cg29440.1	0.000924224
Cg15169.1	Cg29876.1	0.00666973
Cg15169.1	maker-scaffold200.1-augustus-gene-2.29-mRNA-2	0.00408913
Cg15169.1	maker-scaffold2243.1-snap-gene-0.5-mRNA-1	0.00577665
Cg15169.1	maker-scaffold2262.1-snap-gene-0.10-mRNA-1	0.00305837
Cg15169.1	maker-scaffold555.1-snap-gene-1.4-mRNA-2	0.00384458
Cg15169.1	maker-scaffold727.1-snap-gene-1.31-mRNA-1	0.00189146
Cg15169.1	snap_masked-scaffold31.1-processed-gene-12.17-mRNA-1	0.0221063
Cg15170.1	augustus_masked-scaffold16.1-processed-gene-13.1-mRNA-1	0.00199313
Cg15170.1	augustus_masked-scaffold205.1-processed-gene-4.1-mRNA-1	0.00179869
Cg15170.1	Cg00075.1	0.016453
Cg15170.1	Cg00131.1	0.0257315
Cg15170.1	Cg00145.1	0.0128915
Cg15170.1	Cg00157.1	0.0018912
Cg15170.1	Cg00212.1	0.00181256
Cg15170.1	Cg00262.1	0.00266563
Cg15170.1	Cg00372.1	0.00825431
Cg15170.1	Cg00397.1	0.00656739
Cg15170.1	Cg00404.1	0.002009
Cg15170.1	Cg00630.1	0.00394884
Cg15170.1	Cg00825.1	0.0124692
Cg15170.1	Cg00885.1	0.00767747
Cg15170.1	Cg01010.1	0.0125097
Cg15170.1	Cg01021.1	0.0109866
Cg15170.1	Cg01117.1	0.00291991
Cg15170.1	Cg01192.1	0.0338622
Cg15170.1	Cg01279.1	0.00986747
Cg15170.1	Cg01377.1	0.0183209
Cg15170.1	Cg01471.1	0.00630739
Cg15170.1	Cg01875.1	0.00600949
Cg15170.1	Cg01908.1	0.012108
Cg15170.1	Cg02000.1	0.00469539
Cg15170.1	Cg02221.1	0.00966687
Cg15170.1	Cg02253.1	0.0068692
Cg15170.1	Cg02420.1	0.00469015
Cg15170.1	Cg02441.1	0.00205985
Cg15170.1	Cg02502.1	0.0116055
Cg15170.1	Cg02546.1	0.00828184
Cg15170.1	Cg02576.1	0.00203656
Cg15170.1	Cg02656.1	0.00961403
Cg15170.1	Cg02824.1	0.00451358
Cg15170.1	Cg02900.1	0.00679156
Cg15170.1	Cg03002.1	0.00297331
Cg15170.1	Cg03003.1	0.016181
Cg15170.1	Cg03163.1	0.00410571
Cg15170.1	Cg03592.1	0.00777748
Cg15170.1	Cg03595.1	0.00768287
Cg15170.1	Cg03664.1	0.0081493
Cg15170.1	Cg03768.1	0.00270317
Cg15170.1	Cg03843.1	0.00318304
Cg15170.1	Cg03983.1	0.00915276
Cg15170.1	Cg03984.1	0.0131508
Cg15170.1	Cg04022.1	0.0135504
Cg15170.1	Cg04068.1	0.0106431
Cg15170.1	Cg04233.1	0.0105577
Cg15170.1	Cg04272.1	0.0012631
Cg15170.1	Cg04383.1	0.00332814
Cg15170.1	Cg04414.1	0.00657727
Cg15170.1	Cg04494.1	0.00688808
Cg15170.1	Cg04543.1	0.00702155
Cg15170.1	Cg04559.1	0.0152982
Cg15170.1	Cg04597.1	0.00170925
Cg15170.1	Cg04617.1	0.00364614
Cg15170.1	Cg04672.1	0.00270086
Cg15170.1	Cg04798.1	0.0102103
Cg15170.1	Cg04984.1	0.00327413
Cg15170.1	Cg05085.1	0.00439717
Cg15170.1	Cg05145.1	0.00420695
Cg15170.1	Cg05173.1	0.0185172
Cg15170.1	Cg05240.1	0.00326971
Cg15170.1	Cg05351.1	0.0103555
Cg15170.1	Cg05482.1	0.00568165
Cg15170.1	Cg05646.1	0.000741964
Cg15170.1	Cg05649.1	0.00373266
Cg15170.1	Cg05727.1	0.00298166
Cg15170.1	Cg05823.1	0.0112893
Cg15170.1	Cg05977.1	0.00301155
Cg15170.1	Cg05996.1	0.00779894
Cg15170.1	Cg06087.1	0.0167049
Cg15170.1	Cg06097.1	0.0122003
Cg15170.1	Cg06265.1	0.00475992
Cg15170.1	Cg06271.1	0.0133796
Cg15170.1	Cg06414.1	0.00793234
Cg15170.1	Cg06448.1	0.00218073
Cg15170.1	Cg06470.1	0.00418967
Cg15170.1	Cg06743.1	0.017476
Cg15170.1	Cg06769.1	0.0101567
Cg15170.1	Cg07043.1	0.000956265
Cg15170.1	Cg07176.1	0.00171262
Cg15170.1	Cg07179.1	0.0123353
Cg15170.1	Cg07292.1	0.00489738
Cg15170.1	Cg07340.1	0.0277906
Cg15170.1	Cg07462.1	0.000649654
Cg15170.1	Cg07566.1	0.00442928
Cg15170.1	Cg07589.1	0.00848247
Cg15170.1	Cg07622.1	0.00177246
Cg15170.1	Cg07703.1	0.00401491
Cg15170.1	Cg07746.1	0.0108131
Cg15170.1	Cg07797.1	0.00921781
Cg15170.1	Cg07930.1	0.0203259
Cg15170.1	Cg08045.1	0.0102566
Cg15170.1	Cg08138.1	0.0048197
Cg15170.1	Cg08294.1	0.0100187
Cg15170.1	Cg08456.1	0.00846815
Cg15170.1	Cg08751.1	0.00066527
Cg15170.1	Cg08783.1	0.010439
Cg15170.1	Cg09065.1	0.00386479
Cg15170.1	Cg09535.1	0.00784717
Cg15170.1	Cg09630.1	0.00505472
Cg15170.1	Cg09697.1	0.00496901
Cg15170.1	Cg10375.1	0.00261368
Cg15170.1	Cg10475.1	0.0116558
Cg15170.1	Cg10493.1	0.020002
Cg15170.1	Cg10683.1	0.00427336
Cg15170.1	Cg10686.1	0.0155567
Cg15170.1	Cg10780.1	0.017383
Cg15170.1	Cg10833.1	0.00716883
Cg15170.1	Cg10867.1	0.00121915
Cg15170.1	Cg10874.1	0.0149606
Cg15170.1	Cg10989.1	0.00333175
Cg15170.1	Cg11056.1	0.0096852
Cg15170.1	Cg11061.1	0.00670622
Cg15170.1	Cg11338.1	0.000828884
Cg15170.1	Cg11486.1	0.00783467
Cg15170.1	Cg11622.1	0.00396552
Cg15170.1	Cg11674.1	0.00513443
Cg15170.1	Cg11755.1	0.0216427
Cg15170.1	Cg11832.1	0.00281766
Cg15170.1	Cg11881.1	0.0184604
Cg15170.1	Cg11903.1	0.00394377
Cg15170.1	Cg12002.1	0.00433648
Cg15170.1	Cg12088.1	0.00544149
Cg15170.1	Cg12255.1	0.00212659
Cg15170.1	Cg12256.1	0.0203862
Cg15170.1	Cg12364.1	0.00102181
Cg15170.1	Cg12420.1	0.000299066
Cg15170.1	Cg12493.1	0.0112431
Cg15170.1	Cg12667.1	0.0133588
Cg15170.1	Cg12754.1	0.0140517
Cg15170.1	Cg12864.1	0.00456905
Cg15170.1	Cg12891.1	0.00486772
Cg15170.1	Cg13027.1	0.00201658
Cg15170.1	Cg13198.1	0.00739873
Cg15170.1	Cg13274.1	0.00217499
Cg15170.1	Cg13279.1	0.00594041
Cg15170.1	Cg13403.1	0.00140585
Cg15170.1	Cg13670.1	0.0115769
Cg15170.1	Cg14266.1	0.00249556
Cg15170.1	Cg14276.1	0.00228906
Cg15170.1	Cg14362.1	0.0107171
Cg15170.1	Cg14365.1	0.00726512
Cg15170.1	Cg14369.1	0.0115042
Cg15170.1	Cg14370.1	0.00863206
Cg15170.1	Cg14436.1	0.0205062
Cg15170.1	Cg14611.1	0.0100942
Cg15170.1	Cg14663.1	0.0131629
Cg15170.1	Cg14779.1	0.00435844
Cg15170.1	Cg14828.1	0.00198373
Cg15170.1	Cg14887.1	0.0235314
Cg15170.1	Cg14896.1	0.00768485
Cg15170.1	Cg15006.1	0.0108433
Cg15170.1	Cg15009.1	0.00758024
Cg15170.1	Cg15039.1	0.00692756
Cg15170.1	Cg15169.1	0.00722807
Cg15170.1	Cg15170.1	5.31342e-05
Cg15170.1	Cg15171.1	0.00286511
Cg15170.1	Cg15172.1	0.00839621
Cg15170.1	Cg15214.1	0.0147678
Cg15170.1	Cg15374.1	0.00226331
Cg15170.1	Cg15384.1	0.00830575
Cg15170.1	Cg15526.1	0.00407805
Cg15170.1	Cg15569.1	0.00623822
Cg15170.1	Cg15640.1	0.00221489
Cg15170.1	Cg15969.1	0.00652902
Cg15170.1	Cg16133.1	0.00989194
Cg15170.1	Cg16160.1	0.0396184
Cg15170.1	Cg16292.1	0.00242171
Cg15170.1	Cg16610.1	0.00075624
Cg15170.1	Cg16709.1	0.00359716
Cg15170.1	Cg16884.1	0.0212393
Cg15170.1	Cg16916.1	0.0206537
Cg15170.1	Cg17007.1	0.00123938
Cg15170.1	Cg17074.1	0.0207514
Cg15170.1	Cg17141.1	0.0053184
Cg15170.1	Cg17271.1	0.0126015
Cg15170.1	Cg17471.1	0.000843556
Cg15170.1	Cg17737.1	0.00153041
Cg15170.1	Cg17764.1	0.00396457
Cg15170.1	Cg17926.1	0.0100841
Cg15170.1	Cg17995.1	0.0152841
Cg15170.1	Cg18089.1	0.0019362
Cg15170.1	Cg18125.1	0.00190831
Cg15170.1	Cg18201.1	0.0032814
Cg15170.1	Cg18225.1	0.00336764
Cg15170.1	Cg18367.1	0.0102661
Cg15170.1	Cg18374.1	0.0101835
Cg15170.1	Cg18478.1	0.00849293
Cg15170.1	Cg18498.1	0.000975577
Cg15170.1	Cg18702.1	0.00400276
Cg15170.1	Cg18799.1	0.0232509
Cg15170.1	Cg18987.1	0.0118941
Cg15170.1	Cg19135.1	0.00342119
Cg15170.1	Cg19220.1	0.00921269
Cg15170.1	Cg19586.1	0.00933506
Cg15170.1	Cg19648.1	0.000988609
Cg15170.1	Cg19951.1	0.0016552
Cg15170.1	Cg20015.1	0.0101393
Cg15170.1	Cg20327.1	0.00104897
Cg15170.1	Cg20428.1	0.0164398
Cg15170.1	Cg20544.1	0.0121673
Cg15170.1	Cg20554.1	0.00946648
Cg15170.1	Cg20555.1	0.000312038
Cg15170.1	Cg20588.1	0.00992781
Cg15170.1	Cg20777.1	0.00108461
Cg15170.1	Cg21096.1	0.00677762
Cg15170.1	Cg21481.1	0.00984443
Cg15170.1	Cg21628.1	0.00309668
Cg15170.1	Cg21765.1	0.00567527
Cg15170.1	Cg22127.1	0.00244794
Cg15170.1	Cg22134.1	0.0135955
Cg15170.1	Cg22151.1	0.000639727
Cg15170.1	Cg22203.1	0.00948577
Cg15170.1	Cg22270.1	0.00331781
Cg15170.1	Cg22277.1	0.00102379
Cg15170.1	Cg22409.1	0.00220576
Cg15170.1	Cg22470.1	0.00181085
Cg15170.1	Cg22523.1	0.00475018
Cg15170.1	Cg22655.1	0.00875324
Cg15170.1	Cg23022.1	0.00286038
Cg15170.1	Cg23070.1	0.00615459
Cg15170.1	Cg23107.1	0.00445052
Cg15170.1	Cg23167.1	0.00189586
Cg15170.1	Cg23183.1	0.0118864
Cg15170.1	Cg23233.1	0.00154079
Cg15170.1	Cg23394.1	0.000928663
Cg15170.1	Cg23421.1	0.00512031
Cg15170.1	Cg23467.1	0.00110074
Cg15170.1	Cg23497.1	0.00888389
Cg15170.1	Cg23651.1	0.00102071
Cg15170.1	Cg23664.1	0.00341826
Cg15170.1	Cg23927.1	0.00614171
Cg15170.1	Cg24033.1	0.00628723
Cg15170.1	Cg24108.1	0.0104784
Cg15170.1	Cg24225.1	0.00460294
Cg15170.1	Cg24337.1	0.0198769
Cg15170.1	Cg24360.1	0.00136597
Cg15170.1	Cg24485.1	0.00353664
Cg15170.1	Cg24519.1	0.0144229
Cg15170.1	Cg24730.1	0.0105965
Cg15170.1	Cg24854.1	0.00914054
Cg15170.1	Cg24890.1	0.000291485
Cg15170.1	Cg25390.1	0.0125644
Cg15170.1	Cg25757.1	0.017935
Cg15170.1	Cg25986.1	0.0151002
Cg15170.1	Cg26015.1	0.00884154
Cg15170.1	Cg26082.1	0.011366
Cg15170.1	Cg26202.1	0.0153079
Cg15170.1	Cg26466.1	0.00365212
Cg15170.1	Cg26484.1	0.00190469
Cg15170.1	Cg26923.1	0.00494047
Cg15170.1	Cg26927.1	0.00974232
Cg15170.1	Cg26968.1	0.00279312
Cg15170.1	Cg26993.1	0.021799
Cg15170.1	Cg27004.1	0.00110171
Cg15170.1	Cg27097.1	0.0103584
Cg15170.1	Cg27135.1	0.00768667
Cg15170.1	Cg27230.1	0.0202461
Cg15170.1	Cg27240.1	0.0161901
Cg15170.1	Cg27284.1	0.0101925
Cg15170.1	Cg27316.1	0.00578602
Cg15170.1	Cg27327.1	0.0135849
Cg15170.1	Cg27606.1	0.0144105
Cg15170.1	Cg27854.1	0.0043416
Cg15170.1	Cg27918.1	0.00581785
Cg15170.1	Cg27925.1	0.00342355
Cg15170.1	Cg28021.1	0.0125742
Cg15170.1	Cg28070.1	0.00107146
Cg15170.1	Cg28102.1	0.00432243
Cg15170.1	Cg28139.1	0.00329395
Cg15170.1	Cg28451.1	0.00154497
Cg15170.1	Cg28546.1	0.00117039
Cg15170.1	Cg28592.1	0.00249558
Cg15170.1	Cg28596.1	0.00508157
Cg15170.1	Cg28740.1	0.00155317
Cg15170.1	Cg28760.1	0.00923856
Cg15170.1	Cg28779.1	0.00886532
Cg15170.1	Cg28792.1	0.0109473
Cg15170.1	Cg29345.1	0.00453596
Cg15170.1	Cg29408.1	0.0119824
Cg15170.1	Cg29418.1	0.00558535
Cg15170.1	Cg29440.1	0.00433187
Cg15170.1	Cg29876.1	0.0159995
Cg15170.1	maker-scaffold200.1-augustus-gene-2.29-mRNA-2	0.0194605
Cg15170.1	maker-scaffold2243.1-snap-gene-0.5-mRNA-1	0.00160519
Cg15170.1	maker-scaffold2262.1-snap-gene-0.10-mRNA-1	0.00285188
Cg15170.1	maker-scaffold555.1-snap-gene-1.4-mRNA-2	0.00154279
Cg15170.1	maker-scaffold727.1-snap-gene-1.31-mRNA-1	0.000707039
Cg15170.1	snap_masked-scaffold31.1-processed-gene-12.17-mRNA-1	0.00347686
Cg15171.1	augustus_masked-scaffold16.1-processed-gene-13.1-mRNA-1	0.00201148
Cg15171.1	augustus_masked-scaffold205.1-processed-gene-4.1-mRNA-1	0.00355947
Cg15171.1	Cg00075.1	0.0140638
Cg15171.1	Cg00131.1	0.0154641
Cg15171.1	Cg00145.1	0.0221043
Cg15171.1	Cg00157.1	0.00394213
Cg15171.1	Cg00212.1	0.0139965
Cg15171.1	Cg00262.1	0.00439355
Cg15171.1	Cg00372.1	0.00808583
Cg15171.1	Cg00397.1	0.00203057
Cg15171.1	Cg00404.1	0.00223981
Cg15171.1	Cg00630.1	0.0035342
Cg15171.1	Cg00825.1	0.000765824
Cg15171.1	Cg00885.1	0.0192146
Cg15171.1	Cg01010.1	0.005388
Cg15171.1	Cg01021.1	0.00899254
Cg15171.1	Cg01117.1	0.00031189
Cg15171.1	Cg01192.1	0.0158302
Cg15171.1	Cg01279.1	0.00247466
Cg15171.1	Cg01377.1	0.00169026
Cg15171.1	Cg01471.1	0.00694496
Cg15171.1	Cg01875.1	0.00234337
Cg15171.1	Cg01908.1	0.030166
Cg15171.1	Cg02000.1	0.00518032
Cg15171.1	Cg02221.1	0.0106612
Cg15171.1	Cg02253.1	0.0265794
Cg15171.1	Cg02420.1	0.00569412
Cg15171.1	Cg02441.1	0.00138403
Cg15171.1	Cg02502.1	0.0219682
Cg15171.1	Cg02546.1	0.00275388
Cg15171.1	Cg02576.1	0.00239005
Cg15171.1	Cg02656.1	0.00103571
Cg15171.1	Cg02824.1	0.00746993
Cg15171.1	Cg02900.1	0.00708251
Cg15171.1	Cg03002.1	0.00854824
Cg15171.1	Cg03003.1	0.0164744
Cg15171.1	Cg03163.1	0.0120147
Cg15171.1	Cg03592.1	0.00873109
Cg15171.1	Cg03595.1	0.00114749
Cg15171.1	Cg03664.1	0.00543383
Cg15171.1	Cg03768.1	0.00222631
Cg15171.1	Cg03843.1	0.00835269
Cg15171.1	Cg03983.1	0.0129566
Cg15171.1	Cg03984.1	0.00480906
Cg15171.1	Cg04022.1	0.0117103
Cg15171.1	Cg04068.1	0.00232819
Cg15171.1	Cg04233.1	0.00206855
Cg15171.1	Cg04272.1	0.0125667
Cg15171.1	Cg04383.1	0.0114039
Cg15171.1	Cg04414.1	0.005074
Cg15171.1	Cg04494.1	0.00396419
Cg15171.1	Cg04543.1	0.0290906
Cg15171.1	Cg04559.1	0.023145
Cg15171.1	Cg04597.1	0.00240527
Cg15171.1	Cg04617.1	0.00823357
Cg15171.1	Cg04672.1	0.00469765
Cg15171.1	Cg04798.1	0.00192001
Cg15171.1	Cg04984.1	0.00724704
Cg15171.1	Cg05085.1	0.00569985
Cg15171.1	Cg05145.1	0.00299588
Cg15171.1	Cg05173.1	0.0130124
Cg15171.1	Cg05240.1	0.00266446
Cg15171.1	Cg05351.1	0.000662494
Cg15171.1	Cg05482.1	0.0102495
Cg15171.1	Cg05646.1	0.000981536
Cg15171.1	Cg05649.1	0.011853
Cg15171.1	Cg05727.1	0.000698735
Cg15171.1	Cg05823.1	0.00304223
Cg15171.1	Cg05977.1	0.0110882
Cg15171.1	Cg05996.1	0.00954714
Cg15171.1	Cg06087.1	0.0337669
Cg15171.1	Cg06097.1	0.00786448
Cg15171.1	Cg06265.1	0.000942512
Cg15171.1	Cg06271.1	0.00664027
Cg15171.1	Cg06414.1	0.00255765
Cg15171.1	Cg06448.1	0.0111243
Cg15171.1	Cg06470.1	0.0119833
Cg15171.1	Cg06743.1	0.00922846
Cg15171.1	Cg06769.1	0.00164803
Cg15171.1	Cg07043.1	0.000571149
Cg15171.1	Cg07176.1	0.0101016
Cg15171.1	Cg07179.1	0.0018778
Cg15171.1	Cg07292.1	0.0116425
Cg15171.1	Cg07340.1	0.0104004
Cg15171.1	Cg07462.1	0.00132273
Cg15171.1	Cg07566.1	0.00336402
Cg15171.1	Cg07589.1	0.00813728
Cg15171.1	Cg07622.1	0.00445962
Cg15171.1	Cg07703.1	0.0198751
Cg15171.1	Cg07746.1	0.010466
Cg15171.1	Cg07797.1	0.0060446
Cg15171.1	Cg07930.1	0.0138976
Cg15171.1	Cg08045.1	0.00501344
Cg15171.1	Cg08138.1	0.00151164
Cg15171.1	Cg08294.1	0.00802565
Cg15171.1	Cg08456.1	0.00098903
Cg15171.1	Cg08751.1	0.00158481
Cg15171.1	Cg08783.1	0.00398694
Cg15171.1	Cg09065.1	0.00148815
Cg15171.1	Cg09535.1	0.00783555
Cg15171.1	Cg09630.1	0.00633935
Cg15171.1	Cg09697.1	0.00182774
Cg15171.1	Cg10375.1	0.00410768
Cg15171.1	Cg10475.1	0.00653871
Cg15171.1	Cg10493.1	0.0200587
Cg15171.1	Cg10683.1	0.00966621
Cg15171.1	Cg10686.1	0.0311901
Cg15171.1	Cg10780.1	0.00483221
Cg15171.1	Cg10833.1	0.0353279
Cg15171.1	Cg10867.1	0.0110404
Cg15171.1	Cg10874.1	0.00724289
Cg15171.1	Cg10989.1	0.00268835
Cg15171.1	Cg11056.1	0.0118284
Cg15171.1	Cg11061.1	0.00299566
Cg15171.1	Cg11338.1	0.0138485
Cg15171.1	Cg11486.1	0.000705738
Cg15171.1	Cg11622.1	0.00238095
Cg15171.1	Cg11674.1	0.00132395
Cg15171.1	Cg11755.1	0.00223466
Cg15171.1	Cg11832.1	0.00917955
Cg15171.1	Cg11881.1	0.0435163
Cg15171.1	Cg11903.1	0.00142632
Cg15171.1	Cg12002.1	0.00348708
Cg15171.1	Cg12088.1	0.000420238
Cg15171.1	Cg12255.1	0.00380757
Cg15171.1	Cg12256.1	0.00395256
Cg15171.1	Cg12364.1	0.000145345
Cg15171.1	Cg12420.1	0.00598384
Cg15171.1	Cg12493.1	0.00448127
Cg15171.1	Cg12667.1	0.00210189
Cg15171.1	Cg12754.1	0.0220171
Cg15171.1	Cg12864.1	0.00432859
Cg15171.1	Cg12891.1	0.00228156
Cg15171.1	Cg13027.1	0.0023021
Cg15171.1	Cg13198.1	0.00891631
Cg15171.1	Cg13274.1	0.00653215
Cg15171.1	Cg13279.1	0.00890907
Cg15171.1	Cg13403.1	0.00169774
Cg15171.1	Cg13670.1	0.00219002
Cg15171.1	Cg14266.1	0.000953748
Cg15171.1	Cg14276.1	0.00399055
Cg15171.1	Cg14362.1	0.015893
Cg15171.1	Cg14365.1	0.0213136
Cg15171.1	Cg14369.1	0.0134793
Cg15171.1	Cg14370.1	0.0121469
Cg15171.1	Cg14436.1	0.00178075
Cg15171.1	Cg14611.1	0.0102973
Cg15171.1	Cg14663.1	0.012096
Cg15171.1	Cg14779.1	0.0185526
Cg15171.1	Cg14828.1	0.0112733
Cg15171.1	Cg14887.1	0.0116295
Cg15171.1	Cg14896.1	0.0102104
Cg15171.1	Cg15006.1	0.0125925
Cg15171.1	Cg15009.1	0.00605088
Cg15171.1	Cg15039.1	0.0296752
Cg15171.1	Cg15169.1	0.0124636
Cg15171.1	Cg15170.1	0.000535589
Cg15171.1	Cg15171.1	0
Cg15171.1	Cg15172.1	0.00890085
Cg15171.1	Cg15214.1	0.00778375
Cg15171.1	Cg15374.1	0.00180023
Cg15171.1	Cg15384.1	0.00371825
Cg15171.1	Cg15526.1	0.00124993
Cg15171.1	Cg15569.1	0.00756556
Cg15171.1	Cg15640.1	0.00252324
Cg15171.1	Cg15969.1	0.00687877
Cg15171.1	Cg16133.1	0.00447008
Cg15171.1	Cg16160.1	0.0184416
